District,Cluster,Village,HouseHoldID,HouseholdSize,TimeToOPD,TimeToWater,AgricultureLand,Season1CropsPlanted,Season2CropsPlanted,PerennialCropsGrown,VSLA_Profits,VSLA_Profits.1,Season1VegetableIncome,Season2VegatableIncome,VegetableIncome,Season1VegetableValue,Season2VegetableValue,SeasonalVegetableValue,FormalEmployment,PersonalBusinessAndSelfEmployment,CasualLabour,RemittancesAndGifts,RentIncome,Season1CropIncome,Season2CropIncome,SeasonalCropIncome,PerenialCropIncome,LivestockIncome,Season1AgricValue,Season2AgricValue,SeasonalAgricValue,PerennialAgricValue,AgricValue,LivestockIncomeConsumed,LivestockAssetValue,HouseholdIcome,Consumption+Residues,HHIncome+Consumption+Residues,HHIncome+Consumption+Assets+Residues,Assets,Assets.1,HHIncome/Day,Consumption/Day,HHIncome+Consumption+Residues/Day,HHIncome+Consumption+Assets+Residues/Day,hhh_sex,hhh_read_write,Material_walls,radios_owned,phones_owned,business_number,work_casual,work_salaried,save_mode_7,perennial_cropping,daily_meals,latrine_constructed,tippy_tap_available,soap_ash_available,standard_hangline,kitchen_house,bathroom_constructed,swept_compound,dish_rack_present,composts,non_bio_waste_mgt_present,apply_liquid_manure,water_control_practise,soil_management,postharvest_food_storage,ProgressStatus
0,13,6,23,1,40,25.0,1.0,5,0,1,0,0.0,0.0,0.0,0.0,21.28527777777778,0.0,21.28527777777778,0.0,0.0,268.8666666666667,0.0,0.0,43.69083333333333,0.0,43.69083333333333,67.21666666666667,0.0,175.65955555555556,0.0,175.65955555555556,206.13111111111112,381.79066666666665,0.0,0.0,379.7741666666666,270.8831666666667,650.6573333333333,650.6573333333333,0,0.0,1.0404771689497716,0.7421456621004566,1.7826228310502283,1.7826228310502283,1,1,1,1,2,0.0,1,0,0,1,2,1,0,0,0,1,1,1,0,0.0,1,0,1,1,0,0
0,13,45,364,3,100,45.0,0.5,2,6,1,0,0.0,11.202777777777778,0.0,11.202777777777778,17.924444444444443,16.804166666666667,34.728611111111114,0.0,0.0,8.962222222222222,0.0,0.0,17.924444444444443,92.98305555555557,110.9075,0.0,0.0,50.07641666666667,319.27916666666664,369.3555833333333,282.31,651.6655833333334,0.0,0.0,119.86972222222222,540.7580833333333,660.6278055555556,660.6278055555556,0,0.0,0.3284101978691019,1.4815289954337898,1.809939193302892,1.809939193302892,2,0,1,0,1,0.0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.5,1,0,1,1,0,0
0,0,35,92,4,30,30.0,0.6,6,0,5,100000,22.405555555555555,12.99522222222222,0.0,12.99522222222222,28.567083333333333,0.0,28.567083333333333,0.0,22.405555555555555,0.0,0.0,0.0,123.90272222222222,0.0,123.90272222222222,196.16063888888888,0.0,288.4715277777778,0.0,288.4715277777778,361.73769444444446,650.2092222222221,0.0,0.0,342.46891666666664,330.14586111111106,672.6147777777777,672.6147777777777,0,0.0,0.93827100456621,0.904509208523592,1.8427802130898017,1.8427802130898017,2,0,2,0,1,0.0,1,0,1,1,2,1,0,0,1,1,1,1,1,1.0,1,0,1,1,0,0
0,5,112,254,3,40,25.0,3.0,3,5,3,0,0.0,0.0,0.0,0.0,18.596611111111116,11.202777777777778,29.79938888888889,0.0,0.0,0.0,94.10333333333334,0.0,16.804166666666667,27.334777777777777,44.13894444444444,104.97002777777776,0.0,158.63133333333334,158.29525,316.9265833333333,247.80544444444445,564.7320277777778,0.0,21.28527777777778,243.21230555555556,415.62305555555554,658.8353611111111,680.1206388888888,95000,21.28527777777778,0.6663350837138508,1.138693302891933,1.805028386605784,1.863344216133942,2,1,2,1,2,0.0,0,0,1,1,3,1,1,1,1,1,1,1,1,1.0,1,0,1,1,1,0
0,5,46,119,7,40,20.0,1.5,6,3,3,0,0.0,8.178027777777777,0.0,8.178027777777777,13.667388888888889,11.202777777777778,24.870166666666663,0.0,0.0,141.6031111111111,17.924444444444443,0.0,121.5501388888889,60.495,182.04513888888889,0.0,0.0,285.2227222222222,191.7915555555556,477.01427777777775,44.81111111111111,521.8253888888888,0.0,0.0,341.57269444444444,339.78025,681.3529444444445,681.3529444444445,0,0.0,0.935815601217656,0.930904794520548,1.866720395738204,1.866720395738204,1,0,1,0,2,0.0,1,0,0,1,2,1,0,0,1,1,1,1,1,1.0,1,0,1,1,1,0
0,0,110,282,4,60,10.0,1.0,2,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.12111111111113,0.0,0.0,112.02777777777776,31.36777777777778,143.39555555555555,11.202777777777778,0.0,181.485,101.94527777777778,283.4302777777778,71.69777777777777,355.12805555555553,0.0,0.0,481.7194444444444,200.52972222222223,682.2491666666666,682.2491666666666,0,0.0,1.319779299847793,0.549396499238965,1.869175799086758,1.869175799086758,1,0,1,1,0,0.0,1,0,0,1,2,1,0,0,0,1,0,0,0,0.0,0,0,1,1,0,0
0,13,34,76,7,40,20.0,0.25,3,3,3,10000,2.2405555555555554,8.962222222222222,0.0,8.962222222222222,13.443333333333332,0.0,13.443333333333332,0.0,2.2405555555555554,241.98,15.68388888888889,0.0,34.16847222222222,89.62222222222222,123.79069444444444,127.71166666666667,0.0,73.37819444444445,151.2375,224.61569444444444,199.40944444444443,424.0251388888889,0.0,0.0,511.40680555555554,172.52277777777778,683.9295833333333,683.9295833333333,0,0.0,1.4011145357686452,0.4726651445966514,1.8737796803652969,1.8737796803652969,2,1,2,1,2,0.0,1,0,1,1,2,1,0,0,1,1,1,1,1,0.0,0,0,1,1,0,0
0,0,63,147,6,60,1.0,3.0,4,3,3,0,0.0,0.0,0.0,0.0,13.443333333333332,0.0,13.443333333333332,0.0,0.0,0.0,28.006944444444443,0.0,44.81111111111111,71.69777777777777,116.50888888888888,268.8666666666667,0.0,124.12677777777776,200.52972222222223,324.6565,312.5575,637.2139999999999,0.0,33.608333333333334,413.3825,251.8384444444445,665.2209444444444,698.8292777777777,150000,33.608333333333334,1.132554794520548,0.6899683409436834,1.8225231354642315,1.9146007610350075,2,0,2,1,2,0.0,1,0,1,1,2,1,0,0,1,1,1,1,1,1.0,1,0,1,1,0,0
0,5,116,206,2,120,120.0,0.4,3,2,3,0,0.0,0.0,0.0,0.0,2.2405555555555554,5.04125,7.281805555555556,0.0,0.0,0.0,0.0,0.0,23.52583333333333,0.0,23.52583333333333,103.51366666666668,0.0,347.84625,215.65347222222223,563.4997222222222,137.122,700.6217222222222,0.0,0.0,127.0395,573.5822222222222,700.6217222222222,700.6217222222222,0,0.0,0.3480534246575342,1.571458143074581,1.9195115677321155,1.9195115677321155,2,1,2,1,2,0.0,0,0,0,1,2,1,0,0,1,1,1,1,1,0.0,1,0,1,1,0,0
0,13,6,16,4,30,30.0,1.2,2,6,2,0,0.0,11.202777777777778,0.0,11.202777777777778,17.924444444444443,16.804166666666667,34.728611111111114,0.0,0.0,129.05599999999998,0.0,0.0,17.924444444444443,92.98305555555557,110.9075,19.940944444444444,0.0,50.07641666666667,319.27916666666664,369.3555833333333,185.9661111111111,555.3216944444445,5.601388888888889,13.443333333333332,259.90444444444444,430.0746388888889,689.9790833333333,703.4224166666665,60000,13.443333333333332,0.7120669710806697,1.1782866818873667,1.8903536529680365,1.9271847031963467,1,1,2,1,1,0.0,1,0,1,1,2,1,0,0,1,1,1,1,1,1.0,1,0,1,1,0,0
